numero_registro,denominacion,plazas_autorizadas_numero,plazas_descripcion,tipologia,subtipo,sector,municipio_nombre,direccion_via_tipo,direccion_coor_x,direccion_coor_y,codigo_postal,entidad_denominacion,entidad_naturaleza
C1559,"VILLA DE PARLA, CENTRO OCUPACIONAL",100,Capacidad máxima simultánea,CENTROS OCUPACIONALES,TALLERES,Personas con discapacidad intelectual,Parla,AVDA,434651,4452950,28982,AYUNTAMIENTO DE PARLA,PÚBLICA
C1568,"GERONTOS, RESIDENCIA DE PERSONAS MAYORES",23,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Venturada,AVDA,447114,4516506,28729,"A.S.H. GERONTOS, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C1569,"LOS PINOS, OTRAS RESiDENCIAS",49,Plazas totales,CENTROS RESIDENCIALES,OTRAS RESIDENCIAS,Personas con discapacidad intelectual,Leganés,AVDA,433910,4463483,28914,FUNDACION AMAS SOCIAL,PRIVADA SIN ÁNIMO DE LUCRO
C1571,CENTRO DE DIA MEDINACELI,30,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Villanueva del Pardillo,AVDA,417487,4481589,28229,"LA SALETA CARE, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C1572,"MEDINACELI I, RESIDENCIA DE PERSONAS MAYORES",122,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Villanueva del Pardillo,AVDA,417487,4481589,28229,"LA SALETA CARE, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C1573,"MUNICIPAL FUENLABRADA, RESIDENCIA DE PERSONAS MAYORES",63,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Fuenlabrada,CALLE,430804,4459898,28942,AYUNTAMIENTO DE FUENLABRADA,PÚBLICA
C1576,PSICO-BALLET MAITE LEON,100,Capacidad máxima simultánea,CENTROS EXPERIMENTALES O NO CLASIFICADOS,,Personas con discapacidad física,Madrid,CALLE,445760,4476654,28027,"FUNDACION ""PSICO-BALLET MAITE LEON""",PRIVADA SIN ÁNIMO DE LUCRO
C1578,"SAN MARTIN DE PORRES, CENTRO RESIDENCIAL",21,Plazas totales,CENTROS RESIDENCIALES,OTRAS RESIDENCIAS,Personas con discapacidad intelectual,Madrid,CALLE,430033,4480267,28023,ALICIA ALMAZAN RUIZ,PRIVADA CON ÁNIMO DE LUCRO
C1582,"DOMUSVI PARQUE COSLADA, RESIDENCIA DE PERSONAS MAYORES",142,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Coslada,AVDA,452947,4474264,28820,"QUAVITAE SERVICIOS ASISTENCIALES, S.A.U.",PRIVADA CON ÁNIMO DE LUCRO
C1584,CENTRO OCUPACIONAL DE DISMINUIDOS PSÍQUICOS CARLOS CASTILLA DEL PINO,103,Capacidad máxima simultánea,CENTROS OCUPACIONALES,CENTROS OCUPACIONALES GENÉRICOS,Personas con discapacidad intelectual,Alcorcón,AVDA,428717,4465678,28922,AYUNTAMIENTO DE ALCORCON,PÚBLICA
C1585,"CERVANTES II, RESIDENCIA DE PERSONAS MAYORES",12,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Alcalá de Henares,CALLE,unknown,unknown,28805,"RESIDENCIA CERVANTES, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C1586,"MIGUEL MONTALVO, CENTRO RESIDENCIAL",62,Plazas totales,CENTROS RESIDENCIALES,OTRAS RESIDENCIAS,Personas con discapacidad intelectual,Ajalvir,VIA,459482,4483698,28864,FUNDACION CENTRO DE ADULTOS MINUSVALIDOS PSIQUICOS (CAMPS),PRIVADA SIN ÁNIMO DE LUCRO
C1587,"DOMUSVI PARQUE COSLADA, CENTRO DE DIA",60,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Coslada,AVDA,452947,4474264,28820,"QUAVITAE SERVICIOS ASISTENCIALES, S.A.U.",PRIVADA CON ÁNIMO DE LUCRO
C1588,"MIGUEL MONTALVO, CENTRO OCUPACIONAL",60,Capacidad máxima simultánea,CENTROS OCUPACIONALES,CENTROS OCUPACIONALES GENÉRICOS,Personas con discapacidad intelectual,Ajalvir,VIA,459482,4483698,28864,FUNDACION CENTRO DE ADULTOS MINUSVALIDOS PSIQUICOS (CAMPS),PRIVADA SIN ÁNIMO DE LUCRO
C1591,APADIS CENTRO DE ATENCION TEMPRANA,30,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE ATENCIÓN,Infancia,San Sebastián de los Reyes,AVDA,445680,4489621,28701,ASOCIACION DE PADRES DE PERSONAS CON DISCAPACIDAD DE SAN SEBASTIAN DE LOS REYES,PRIVADA SIN ÁNIMO DE LUCRO
C1593,"SAN ESTEBAN, RESIDENCIA DE PERSONAS MAYORES",15,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Fuenlabrada,CALLE,433071,4459409,28944,"RESIDENCIA TERCERA EDAD SAN ESTEBAN, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C1597,"APROCOR I, TALLER CENTRO OCUPACIONAL",100,Capacidad máxima simultánea,CENTROS OCUPACIONALES,CENTROS OCUPACIONALES GENÉRICOS,Personas con discapacidad intelectual,Madrid,CALLE,447128,4478551,28043,FUNDACION APROCOR,PRIVADA SIN ÁNIMO DE LUCRO
C1605,"NUESTRA  SEÑORA DEL ROSARIO ( LA CABRERA), RESIDENCIA PERSONAS MAYORES",34,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,"Cabrera, La",AVDA,448303,4523820,28751,PAIVAN SERVICIOS GERIATRICOS S.L.,PRIVADA CON ÁNIMO DE LUCRO
C1606,"VISTA ALEGRE LOS NOGALES, RESIDENCIA DE PERSONAS MAYORES",104,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Madrid,CALLE,437824,4471132,28019,SERVICIOS GERIATRICOS YELES SL,PRIVADA CON ÁNIMO DE LUCRO
C1611,AYAAN HIRSI ALI CENTRO DE DIA PARA MUJERES,59,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Mujer,Madrid,CALLE,440343,4474208,28013,"COMUNIDAD DE MADRID (CONSEJERIA DE FAMILIA, JUVENTUD Y POLITICA SOCIAL)",PÚBLICA
C1618,COTTOLENGO DEL PADRE ALEGRE,90,Plazas totales,CENTROS RESIDENCIALES,OTRAS RESIDENCIAS,Personas con discapacidad física,Algete,CTRA,452466,4493520,28119,CASA COMUNIDAD HERMANAS SERVIDORAS DE JESUS DEL COTTOLENGO DEL PADRE ALEGRE,PRIVADA SIN ÁNIMO DE LUCRO
C1619,CENTRO OCUPACIONAL ADEMO II,60,Capacidad máxima simultánea,CENTROS OCUPACIONALES,CENTROS OCUPACIONALES GENÉRICOS,Personas con discapacidad intelectual,Madrid,CALLE,444518,4473333,28030,FUNDACION RAILES,PRIVADA SIN ÁNIMO DE LUCRO
C1623,"CASABLANCA EL PLANTIO, CENTRO DE DIA",39,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Madrid,AVDA,429836,4480189,28023,"REPLAN, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C1626,CENTRO DE REHABILITACION PSICOSOCIAL GETAFE,90,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE REHABILITACIÓN: OTROS,Personas con enfermedad mental crónica,Getafe,CALLE,438331,4463827,28903,"COMUNIDAD DE MADRID (CONSEJERIA DE FAMILIA, JUVENTUD Y POLITICA SOCIAL)",PÚBLICA
C1627,CENTRO DE REHABILITACION PSICOSOCIAL PEDRO ZEROLO,90,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE REHABILITACIÓN: OTROS,Personas con enfermedad mental crónica,Madrid,PLAZA,440589,4474541,28004,"COMUNIDAD DE MADRID (CONSEJERIA DE FAMILIA, JUVENTUD Y POLITICA SOCIAL)",PÚBLICA
C1628,CENTRO DE REHABILITACION LABORAL PEDRO ZEROLO,50,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE REHABILITACIÓN: OTROS,Personas con enfermedad mental crónica,Madrid,PLAZA,440589,4474541,28004,"COMUNIDAD DE MADRID (CONSEJERIA DE FAMILIA, JUVENTUD Y POLITICA SOCIAL)",PÚBLICA
C1629,"SAN ALFONSO, CENTRO DE DIA",321,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas con discapacidad intelectual,Madrid,AVDA,439501,4469787,28026,FUNDACION ANDE,PRIVADA SIN ÁNIMO DE LUCRO
C1631,HOGAR DEL BUEN CONSEJO,50,Plazas totales,CENTROS RESIDENCIALES,OTRAS RESIDENCIAS,Adolescencia,Pozuelo de Alarcón,PASEO,431770,4477874,28224,CONGREGACION FRANCISCANAS DE NUESTRA SEÑORA DEL BUEN CONSEJO - COLEGIO HOGAR DEL BUEN CONSEJO,PRIVADA SIN ÁNIMO DE LUCRO
C1635,"MUNICIPAL NAVALCARNERO (VIRGEN DE LA CONCEPCIÓN), RESIDENCIA DE PERSONAS MAYORES",78,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Navalcarnero,PLAZA,unknown,unknown,28600,AYUNTAMIENTO DE NAVALCARNERO,PÚBLICA
C1638,CASA HOGAR TOBIAS,11,Plazas totales,CENTROS RESIDENCIALES,VIVIENDAS COMUNITARIAS,Personas con discapacidad intelectual,Collado Villalba,CALLE,414230,4497533,28400,ASOCIACION TOBIAS,PRIVADA SIN ÁNIMO DE LUCRO
C1651,"NTRA. SRA. DE LA MONTAÑA II, RESIDENCIA DE PERSONAS MAYORES",28,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Moraleja de Enmedio,URB,425166,4457760,28950,RESIDENCIA ANCIANOS NUESTRA SEÑORA MONTAÑA II S.L.,PRIVADA CON ÁNIMO DE LUCRO
C1652,"DOMUSVI MAESTRANZA, CENTRO DE DIA",90,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Madrid,CALLE,442250,4472398,28007,"QUAVITAE SERVICIOS ASISTENCIALES, S.A.U.",PRIVADA CON ÁNIMO DE LUCRO
C1653,RESIDENCIA BELISANA PARA DISMINUIDOS PSIQUICOS NO GRAVEMENTE AFECTADOS,48,Plazas totales,CENTROS RESIDENCIALES,OTRAS RESIDENCIAS,Personas con discapacidad intelectual,Madrid,CALLE,444509,4478610,28043,FUNDACION BETESDA,PRIVADA SIN ÁNIMO DE LUCRO
C1655,CENTRO OCUPACIONAL SAN FERNANDO,137,Capacidad máxima simultánea,CENTROS OCUPACIONALES,CENTROS OCUPACIONALES GENÉRICOS,Personas con discapacidad intelectual,Madrid,CALLE,440494,4470211,28026,FUNDACION ANDE,PRIVADA SIN ÁNIMO DE LUCRO
C1658,"LOS ENEBROS, RESIDENCIA PERSONAS MAYORES",38,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Madrid,AVDA,429306,4480461,28023,"GERIATRIA SOCIAL, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C1663,PISO TUTELADOS MAJADAHONDA,6,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con discapacidad intelectual,Majadahonda,CALLE,425733,4480815,28220,FUNDACION GIL GAYARRE,PRIVADA SIN ÁNIMO DE LUCRO
C1665,"DOMUSVI ALCOBENDAS, CENTRO DE DIA",35,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Alcobendas,CALLE,445810,4488138,28100,"QUAVITAE SERVICIOS ASISTENCIALES, S.A.U.",PRIVADA CON ÁNIMO DE LUCRO
C1686,COMEDOR BENEFICO MADRE DE LA ALEGRIA,12,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas sin hogar,Leganés,CALLE,434450,4464408,28911,ASOCIACION BENEFICA MADRE DE LA ALEGRIA DE LEGANES,PRIVADA SIN ÁNIMO DE LUCRO
C1689,"LOS ANGELES (GUADARRAMA), RESIDENCIA PERSONAS MAYORES",67,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Guadarrama,CALLE,411580,4500034,28430,"ROGASA RESIDENCIA, SL",PRIVADA CON ÁNIMO DE LUCRO
C1716,"GETAFE NORTE APANID, PISOS TUTELADOS",8,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con discapacidad intelectual,Getafe,CALLE,438847,4463912,28903,"ASOCIACIÓN DE PADRES Y AMIGOS DE NIÑOS DIFERENTES DE GETAFE, COMUNIDAD DE MADRID Y TERRITORIO NACIONAL (APANID)",PRIVADA SIN ÁNIMO DE LUCRO
C1727,"SIERRA DE MADRID-SOTO, RESIDENCIA DE PERSONAS MAYORES",29,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES MIXTA,Personas mayores,Soto del Real,CALLE,433698,4511103,28791,ENAN GERIATRIC SL,PRIVADA CON ÁNIMO DE LUCRO
C1730,"FUENTES DE PEDREZUELA, RESIDENCIA DE PERSONAS MAYORES",106,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Pedrezuela,CALLE,449011,4510495,28723,"ASERMUT, S. COOP.",PRIVADA CON ÁNIMO DE LUCRO
C1731,HOGAR DEL INMACULADO CORAZON DE MARIA,38,Plazas totales,CENTROS DE ACOGIDA,ALBERGUES,Personas sin hogar,Madrid,PASEO,438435,4473119,28011,CASA-COMUNIDAD MISIONERAS DE LA CARIDAD DE LA MADRE TERESA DE CALCUTA,PRIVADA SIN ÁNIMO DE LUCRO
C1737,"ORPEA PINTO I, RESIDENCIA DE PERSONAS MAYORES",160,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Pinto,CALLE,440805,4454492,28320,RESIDENCIAL SENIOR 2000 S.L.U.,PRIVADA CON ÁNIMO DE LUCRO
C1738,"ORPEA PINTO I, CENTRO DE DIA",50,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Pinto,CALLE,440805,4454492,28320,RESIDENCIAL SENIOR 2000 S.L.U.,PRIVADA CON ÁNIMO DE LUCRO
C1742,CASA DE LAS FLORES CENTRO DE DIA,57,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Madrid,CALLE,439103,4475749,28015,CENTRO DE DIA CASA DE LAS FLORES S.L.,PRIVADA CON ÁNIMO DE LUCRO
C1750,"RESIDENCIA CERRO DE LOS ANGELES, RESIDENCIA PERSONAS MAYORES",99,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Getafe,CALLE,443637,4463784,28906,GERSMILE SL,PRIVADA CON ÁNIMO DE LUCRO
C1756,"DOMUSVI EL ESCORIAL, CENTRO DE DIA PARA PERSONAS MAYORES",45,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,"Escorial, El",CALLE,403973,4493214,28280,"QUAVITAE SERVICIOS ASISTENCIALES, S.A.U.",PRIVADA CON ÁNIMO DE LUCRO
C1760,RESIDENCIA DE ATENCION A ENFERMOS MENTALES CRONICOS,32,Plazas totales,CENTROS RESIDENCIALES,CENTROS RESIDENCIALES: OTROS,Personas con enfermedad mental crónica,Cobeña,CMNO,456888,4490396,28863,GRUPO 5 ACCION Y GESTION SOCIAL S.A.U.,PRIVADA CON ÁNIMO DE LUCRO
C1762,"CASER RESIDENCIAL SANTA HORTENSIA, RESIDENCIA DE PERSONAS MAYORES",185,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES MIXTA,Personas mayores,Madrid,CALLE,443636,4477073,28002,"CASER RESIDENCIAL, S.A.",PRIVADA CON ÁNIMO DE LUCRO
C1765,"COMUNIDAD MARIAS, RESIDENCIA PERSONAS MAYORES",8,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES MIXTA,Personas mayores,Madrid,AVDA,436290,4469915,28047,CONGREGACION OBLATAS SANTISIMO REDENTOR - PROVINCIA EUROPA,PRIVADA SIN ÁNIMO DE LUCRO
C1772,"ANTARES, RESIDENCIA PERSONAS MAYORES",25,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Galapagar,CALLE,415033,4490790,28260,RESIDENCIA GERIATRICA PRADO VERDE S.L.,PRIVADA CON ÁNIMO DE LUCRO
C1777,"DOMUSVI JARDIN DE LOS MAYORES, CENTRO DE DIA",25,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Móstoles,CALLE,426177,4463802,28931,"SAR RESIDENCIAL Y ASISTENCIAL, S.A.U.",PRIVADA CON ÁNIMO DE LUCRO
C1784,CENTRO DE ACOGIDA E INTEGRACION SOCIAL SANTIAGO MASARNAU,100,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas sin hogar,Madrid,CALLE,436149,4472837,28011,ASOCIACION SOCIEDAD DE SAN VICENTE DE PAUL,PRIVADA SIN ÁNIMO DE LUCRO
C1785,CENTRO DE MAYORES  CERCEDILLA,100,Capacidad máxima simultánea,CENTROS DE DÍA,HOGARES Y CLUBES,Personas mayores,Cercedilla,PLAZA,410808,4510374,28470,AYUNTAMIENTO DE CERCEDILLA,PÚBLICA
C1791,"LABOURE, CENTRO DE DIA",40,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Infancia y Adolescencia,Madrid,CALLE,444842,4473090,28030,FUNDACION OBRA SOCIAL SOR ROSALIA RENDU,PRIVADA SIN ÁNIMO DE LUCRO
C1792,"EL ESCORIAL, RESIDENCIA PERSONAS MAYORES",60,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,"Escorial, El",CALLE,404421,4493254,28280,"ARIAS MONTANO S-N, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C1803,"LA ERMITA 5, RESIDENCIA PERSONAS MAYORES",30,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Parla,CALLE,434070,4453832,28980,RECURSOS HUMANO GERIATRICOS SL,PRIVADA CON ÁNIMO DE LUCRO
C1804,RESIDENCIA DE MINUSVALIDOS  DR QUINTERO LUMBRERAS,45,Plazas totales,CENTROS RESIDENCIALES,OTRAS RESIDENCIAS,Personas con discapacidad intelectual,Madrid,CTRA,441514,4486103,28049,ASOCIACION DE PADRES Y FAMILIARES DE MINUSVALIDOS PSIQUICOS Y SENSORIALES INTEGRADOS EN EL INSTITUTO DE PSICO-PEDIATRIA DR. QUINTERO LUMBRERAS,PRIVADA SIN ÁNIMO DE LUCRO
C1806,"APASCOVI, CENTRO DE REHABILITACION DE ATENCION TEMPRANA",55,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE ATENCIÓN,Infancia,Alpedrete,CALLE,413324,4498429,28409,FUNDACION APASCOVI,PRIVADA SIN ÁNIMO DE LUCRO
C1812,"APFMPS INSTITUTO DOCTOR QUINTERO LUMBRERAS, CENTRO OCUPACIONAL",40,Capacidad máxima simultánea,CENTROS OCUPACIONALES,CENTROS OCUPACIONALES GENÉRICOS,Personas con discapacidad intelectual,Madrid,CTRA,441652,4485687,28049,ASOCIACION DE PADRES Y FAMILIARES DE MINUSVALIDOS PSIQUICOS Y SENSORIALES INTEGRADOS EN EL INSTITUTO DE PSICO-PEDIATRIA DR. QUINTERO LUMBRERAS,PRIVADA SIN ÁNIMO DE LUCRO
C1813,"APFMPS INSTITUTO DOCTOR QUINTERO LUMBRERAS, CENTRO DE DIA",26,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas con discapacidad intelectual,Madrid,CTRA,441652,4485687,28049,ASOCIACION DE PADRES Y FAMILIARES DE MINUSVALIDOS PSIQUICOS Y SENSORIALES INTEGRADOS EN EL INSTITUTO DE PSICO-PEDIATRIA DR. QUINTERO LUMBRERAS,PRIVADA SIN ÁNIMO DE LUCRO
C1824,"URBANIZACION DE MAYORES, RESIDENCIA DE PERSONAS MAYORES",178,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Sevilla la Nueva,AVDA,unknown,unknown,28609,ROSALBA GESTIÓN SA,PRIVADA CON ÁNIMO DE LUCRO
C1828,VIVIENDA COMUNITARIA AMI 3,5,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con discapacidad intelectual,Tres Cantos,PLAZA,439382,4494322,28760,ASOCIACION EN FAVOR DE PERSONAS CON DISCAPACIDAD DE TRES CANTOS AMI-3,PRIVADA SIN ÁNIMO DE LUCRO
C1835,"BERROCALES (ALPEDRETE), RESIDENCIA DE PERSONAS MAYORES",29,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Alpedrete,PLAZA,411997,4501201,28439,"TERCERA 2, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C1846,"VERSALLES, RESIDENCIA DE PERSONAS MAYORES",30,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES MIXTA,Personas mayores,Pozuelo de Alarcón,CALLE,433997,4472633,28223,RESIDENCIAL VERSALLES S.L.,PRIVADA CON ÁNIMO DE LUCRO
C1848,"EL ESCORIAL, CENTRO DE DIA",37,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,"Escorial, El",CALLE,404421,4493254,28280,"ARIAS MONTANO S-N, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C1849,"BALLESOL MADRID, RESIDENCIA DE PERSONAS MAYORES",122,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Madrid,CALLE,440567,4475397,28010,"INTERCENTROS BALLESOL, S.A.",PRIVADA CON ÁNIMO DE LUCRO
C1852,CENTRO DE DIA MUNICIPAL VIRGEN DE LA CONCEPCION,30,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Navalcarnero,PLAZA,413544,4460423,28600,AYUNTAMIENTO DE NAVALCARNERO,PÚBLICA
C1853,CENTRO OCUPACIONAL MUNICIPAL DE MINUSVALIDOS DE ALCALA DE HENARES,100,Capacidad máxima simultánea,CENTROS OCUPACIONALES,CENTROS OCUPACIONALES GENÉRICOS,Personas con discapacidad intelectual,Alcalá de Henares,CTRA,467859,4483092,28806,AYUNTAMIENTO DE ALCALA DE HENARES,PÚBLICA
C1857,PISO SUPERVISADO CARABANCHEL,4,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con enfermedad mental crónica,Madrid,CALLE,437677,4471010,28019,"COMUNIDAD DE MADRID (CONSEJERIA DE FAMILIA, JUVENTUD Y POLITICA SOCIAL)",PÚBLICA
C1858,PISO SUPERVISADO VILLAVERDE,4,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con enfermedad mental crónica,Madrid,CALLE,441755,4467574,28041,"COMUNIDAD DE MADRID (CONSEJERIA DE FAMILIA, JUVENTUD Y POLITICA SOCIAL)",PÚBLICA
C1859,PISO SUPERVISADO MORATALAZ,4,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con enfermedad mental crónica,Madrid,CALLE,446183,4472504,28030,"COMUNIDAD DE MADRID (CONSEJERIA DE FAMILIA, JUVENTUD Y POLITICA SOCIAL)",PÚBLICA
C1860,PISO SUPERVISADO VALLECAS VILLA,4,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con enfermedad mental crónica,Madrid,CALLE,446571,4469628,28031,"COMUNIDAD DE MADRID (CONSEJERIA DE FAMILIA, JUVENTUD Y POLITICA SOCIAL)",PÚBLICA
C1861,PISO SUPERVISADO LATINA,4,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con enfermedad mental crónica,Madrid,CALLE,435992,4471076,28047,"COMUNIDAD DE MADRID (CONSEJERIA DE FAMILIA, JUVENTUD Y POLITICA SOCIAL)",PÚBLICA
C1868,"SIERRA NORTE, CENTRO OCUPACIONAL",30,Capacidad máxima simultánea,CENTROS OCUPACIONALES,CENTROS OCUPACIONALES GENÉRICOS,Personas con discapacidad intelectual,Lozoyuela-Navas-Sieteiglesias,AVDA,448007,4530339,28752,MANCOMUNIDAD DE SERVICIOS SOCIALES SIERRA NORTE,PÚBLICA
C1877,"APASCOVI, CENTRO DE DIA",90,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas con discapacidad intelectual,Alpedrete,CALLE,413324,4498429,28409,FUNDACION APASCOVI,PRIVADA SIN ÁNIMO DE LUCRO
C1880,PISO TUTELADO FUNDACION ASPAFES,8,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con discapacidad intelectual,Majadahonda,CALLE,426513,4478175,28220,FUNDACION ASPAFES,PRIVADA SIN ÁNIMO DE LUCRO
C1886,PISO TUTELADO I ALBERGUE SAN JUAN DE DIOS,4,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas sin hogar,Madrid,CALLE,444002,4475815,28027,CASA COMUNIDAD ORDEN HOSPITALARIA DE SAN JUAN DE DIOS-ALBERGUE DE SAN JUAN DE DIOS,PRIVADA SIN ÁNIMO DE LUCRO
C1887,ATENPACE CENTRO DE REHABILITACION PARA JOVENES Y ADULTOS PARALITICOS CEREBRALES,40,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE RECUPERACIÓN,Personas con discapacidad física,Madrid,CALLE,438317,4480680,28035,ASOCIACION PARA LA AYUDA A LA ATENCION DEL PARALITICO CEREBRAL (ATENPACE),PRIVADA SIN ÁNIMO DE LUCRO
C1890,RESIDENCIA GERIATRICA MALVARROSA,17,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Pozuelo de Alarcón,CALLE,433857,4472517,28223,SERVICIOS GERIATRICOS RUNESCO SL,PRIVADA CON ÁNIMO DE LUCRO
C1896,"COLMENAR VIEJO, CENTRO DE DIA PARA MINUSVALIDOS DE LA ASOCIACION DE EMPLEADOS DE IBERIA",33,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE ATENCIÓN,Personas con discapacidad intelectual,Colmenar Viejo,CTRA,unknown,unknown,28770,ENVERA-ASOCIACION DE EMPLEADOS DE IBERIA PADRES DE PERSONAS CON DISCAPACIDAD,PRIVADA SIN ÁNIMO DE LUCRO
